timestamp,queue,policy,payload_size,capacity,producers,consumers,push_ops,pop_ops,warmup_ops,throughput,push_avg_ns,push_p50_ns,push_p95_ns,push_p999_ns,push_min_ns,push_max_ns,pop_avg_ns,pop_p50_ns,pop_p95_ns,pop_p999_ns,pop_min_ns,pop_max_ns
2026-05-02 20:48:36,Mutex,Baseline,16,1024,2,4,5000000,5000000,200000,2.8125e+06,316.288,90,786,18365,0,732379,1565.14,98,4518,211392,0,7434667
2026-05-02 20:48:36,MPMC,Try,16,1024,2,8,5000000,5000000,200000,1.33349e+07,270.917,180,720,2611,0,827204,1146.86,720,3511,13054,0,768414
2026-05-02 20:48:36,MPMC,Blocking,16,1024,2,8,5000000,5000000,200000,3.80923e+07,68.2618,90,90,181,0,589433,387.554,360,451,2791,0,690448
2026-05-02 20:48:36,Mutex,Baseline,16,1024,2,8,5000000,5000000,200000,372010,291.776,0,491,33983,0,737672,27706.9,98,164609,1220918,0,11828001
2026-05-02 20:48:36,MPMC,Try,16,1024,4,2,5000000,5000000,200000,1.58156e+07,451.337,294,1375,5893,0,721393,219.585,99,590,2750,0,338745
2026-05-02 20:48:36,MPMC,Blocking,16,1024,4,2,5000000,5000000,200000,3.50404e+07,199.1,196,295,491,0,220396,82.5038,98,196,197,0,144180
2026-05-02 20:48:36,Mutex,Baseline,16,1024,4,2,5000000,5000000,200000,3.12084e+06,1370.55,99,3946,152705,0,1481577,336.925,0,790,21012,0,784242
2026-05-02 20:48:36,MPMC,Try,16,1024,4,4,5000000,5000000,200000,1.38833e+07,532.716,296,1579,6215,0,3795338,513.478,296,1578,6313,0,3819802
2026-05-02 20:48:36,MPMC,Blocking,16,1024,4,4,5000000,5000000,200000,5.59844e+07,106.301,99,197,296,0,704042,110.328,99,198,296,0,704536
2026-05-02 20:48:36,Mutex,Baseline,16,1024,4,4,5000000,5000000,200000,3.01683e+06,1397.08,99,7596,109407,0,2093778,1112.88,99,7497,44392,0,1015667
2026-05-02 20:48:36,MPMC,Try,16,1024,4,8,5000000,5000000,200000,1.07336e+07,693.651,433,2058,9857,0,8821160,1361.78,866,4008,15707,0,7365284
2026-05-02 20:48:36,MPMC,Blocking,16,1024,4,8,5000000,5000000,200000,4.89423e+07,112.836,108,216,325,0,5381002,280.763,217,325,542,0,5673802
2026-05-02 20:48:36,Mutex,Baseline,16,1024,4,8,5000000,5000000,200000,1.69828e+06,690.552,100,2600,38997,0,1680758,4085.39,100,11199,401766,0,6935116
2026-05-02 20:48:36,MPMC,Try,16,1024,8,2,5000000,5000000,200000,1.18646e+07,1254.21,600,4400,17900,0,776835,291.527,200,900,3400,0,504523
2026-05-02 20:48:36,MPMC,Blocking,16,1024,8,2,5000000,5000000,200000,3.45001e+07,425.776,400,500,900,0,1037247,75.314,100,100,200,0,661130
2026-05-02 20:48:36,Mutex,Baseline,16,1024,8,2,5000000,5000000,200000,320795,32171,100,191309,1357786,0,11507616,347.479,0,599,39692,0,743801
2026-05-02 20:48:36,MPMC,Try,16,1024,8,4,5000000,5000000,200000,1.154e+07,1220.44,700,3899,15197,0,3500614,631.558,399,2000,7598,0,3489217
